Price,Square Meters,Rooms,Bathrooms,Zona
1.950,1,2,1,Centro
1.200,1,1,1,Chamberí
1.200,,1,1,Arganzuela
3.900,130,4,2,Centro
1.690,1,2,1,Centro
2.000,67,2,1,Centro
1.950,,1,45,Chamartín
2.400,80,2,1,Chamberí
1.480,75,3,1,Villaverde
2.000,,1,50,Chamartín
1.950,,1,45,Chamartín
4.500,176,4,3,Centro
2.000,,1,45,Chamartín
900,,1,55,Chamartín
2.500,,1,60,Centro
1.900,60,3,2,Villaverde
1.700,,1,35,Centro
1.100,,1,19,Centro
595,,1,20,Centro
880,50,2,1,Usera
1.100,50,1,1,Vallecas
1.600,68,1,1,Tetuán
3.500,180,4,3,Hortaleza
1.250,60,2,1,Centro
1.200,53,2,1,Lineal
6.300,220,4,4,Pardo
1.400,50,2,2,Lineal
1.200,30,1,1,Centro
3.200,81,1,2,Retiro
1.050,38,1,1,Barrio de Salamanca
895,45,1,1,Centro
1.100,,1,1,Latina
1.600,,1,42,Tetuán
2.695,50,1,1,Chamartín
3.190,65,2,2,Chamartín
3.000,1,2,1,Salamanca
1.900,90,2,2,Hortaleza
3.100,1,4,1,Tetuán
3.200,100,3,1,Aravaca
1.280,,1,25,Retiro
2.500,90,2,1,Centro
1.000,77,4,2,Latina
4.551,170,2,3,Salamanca
1.800,50,1,1,Centro
1.200,1,1,1,Centro
1.600,73,2,2,Retiro
1.460,100,3,1,Retiro
1.550,40,2,1,Tetuán
1.350,55,1,1,Tetuán
1.600,113,1,1,Fuencarral - El Pardo
1.000,40,1,1,Carabanchel
4.500,,2,160,Aravaca
750,1,1,1,Carabanchel
4.650,59,2,1,Retiro
1.960,33,1,1,Retiro
1.370,,1,31,Centro
2.930,73,2,1,Centro
2.100,105,2,1,Aravaca
1.500,,1,1,Centro
1.000,,1,1,Vallecas
1.460,,1,31,Centro
2.200,70,2,1,Tetuán
3.030,107,3,2,Salamanca
6.000,132,4,2,Arganzuela
1.800,1,1,1,Vallecas
1.430,40,2,1,Tetuán
1.750,66,2,1,Vallecas
2.100,,1,82,Pardo
1.700,,1,1,Chamartín
1.700,48,1,1,Centro
4.250,70,3,2,Chamartín
1.450,,1,50,Tetuán
1.450,,1,50,Tetuán
1.400,90,2,2,Tetuán
1.800,80,2,1,Salamanca
900,40,1,1,Carabanchel
1.100,50,1,1,Centro
1.650,60,1,1,Centro
1.890,33,1,1,Centro
1.500,35,1,1,Centro
1.500,75,1,1,Centro
4.500,117,2,2,Chamberí
1.100,40,2,1,Ciudad Lineal
1.300,45,1,1,Centro
1.430,,1,,Chamartín
1.480,39,1,1,Centro
2.850,80,3,2,Chamartín
2.200,1,1,1,Centro
1.500,1,1,1,Arganzuela
1.390,,1,1,Hortaleza
1.800,,1,40,Salamanca
1.990,76,3,1,Arganzuela
2.800,1,1,1,Centro
950,,1,23,Chamberí
1.600,50,2,1,Chamberí
1.500,1,1,1,Lineal
2.500,80,2,1,Arganzuela
1.650,1,1,1,Centro
1.300,1,1,1,Salamanca
1.200,1,2,1,Usera
1.800,75,1,1,Chamartín
1.390,,1,35,Hortaleza
1.500,1,2,2,Usera
2.500,62,3,2,Lineal
1.000,,1,70,Centro
1.600,1,2,1,Vallecas
2.500,60,3,1,Tetuán
3.800,137,2,2,Centro
1.650,1,2,1,Vallecas
1.100,,1,35,Latina
1.090,,1,32,Aravaca
2.100,81,2,2,Centro
1.200,1,1,1,Centro
1.950,1,2,2,Aravaca
2.000,,1,50,Chamberí
1.500,,1,1,Arganzuela
2.800,96,3,2,Chamartín
2.850,80,3,2,Chamartín
1.280,1,1,1,Arganzuela
2.300,1,2,2,Salamanca
1.950,1,2,3,Chamberí
1.250,1,1,1,Carabanchel
1.200,,1,40,Centro
1.400,1,2,1,Carabanchel
1.500,40,1,1,Centro
1.200,,1,1,Centro
1.400,50,2,1,Arganzuela
2.900,165,3,3,Aravaca
3.250,70,2,1,Centro
4.750,85,3,3,Chamartín
1.400,1,1,1,Tetuán
2.150,,1,45,Centro
1.285,1,1,1,Aravaca
1.280,1,1,1,Arganzuela
1.700,35,1,1,Centro
1.600,1,2,1,Centro
1.650,1,1,1,Lineal
1.950,90,2,2,Centro
1.500,1,3,1,Centro
1.350,,1,56,Hortaleza
1.250,1,2,1,Vallecas
2.300,,1,55,Centro
1.695,1,2,1,Tetuán
2.100,,1,45,Centro
1.800,72,1,1,Chamberí
3.850,65,2,2,Retiro
2.120,1,3,2,Tetuán
1.100,,1,28,Centro
2.100,70,2,1,Chamartín
2.400,48,3,1,Chamberí
5.200,147,2,2,Centro
1.350,1,1,1,Tetuán
3.150,100,2,2,Centro
1.300,,1,1,Centro
4.000,50,2,2,Salamanca
1.500,35,1,1,Centro
1.600,55,1,1,Centro
1.300,,1,65,Tetuán
1.750,1,1,1,Salamanca
1.175,1,4,1,Latina
1.280,1,1,1,Usera
2.000,55,2,1,Barajas
1.650,1,1,1,Retiro
1.880,1,1,1,Centro
1.750,72,2,2,Arganzuela
2.100,1,2,2,Tetuán
1.750,72,1,1,Chamberí
1.800,1,2,1,Tetuán
1.000,1,1,1,Vallecas
1.999,1,2,2,Arganzuela
1.950,1,2,1,Hortaleza
1.600,42,2,1,Centro
2.850,116,2,3,Arganzuela
1.600,45,2,1,Centro
4.150,102,4,2,Hortaleza
1.600,1,2,1,Aravaca
4.000,1,4,3,Chamartín
3.400,1,2,2,Salamanca
1.300,,1,1,Centro
2.000,1,2,1,Centro
1.907,,2,65,Latina
1.600,1,2,1,Aravaca
1.450,50,1,1,Tetuán
1.550,45,1,1,Chamberí
2.302,1,1,1,Centro
2.500,108,1,2,Chamartín
1.800,37,2,1,Tetuán
2.622,1,1,1,Centro
2.100,,1,40,Centro
2.918,1,1,1,Centro
4.467,1,3,2,Centro
2.918,1,2,1,Chamberí
2.900,90,2,2,Hortaleza
1.445,1,1,1,Chamberí
2.634,1,2,1,Arganzuela
1.550,60,2,1,Salamanca
1.260,1,1,1,Latina
1.100,,1,36,Centro
1.150,1,1,1,Vallecas
5.103,1,4,1,Arganzuela
4.127,1,3,2,Salamanca
2.350,43,2,1,Chamberí
1.500,,1,60,Centro
1.500,1,1,1,Chamberí
1.350,,1,20,Centro
1.823,1,1,1,Lineal
1.200,1,1,1,Centro
7.616,1,4,1,Retiro
3.114,1,1,1,Centro
4.193,1,3,1,Tetuán
1.600,1,1,1,Centro
4.100,109,2,2,Centro
950,1,1,1,Usera
3.300,96,3,2,Retiro
2.200,1,2,1,Salamanca
1.400,,1,30,Chamberí
1.300,,1,30,Chamberí
2.289,1,1,1,Chamberí
2.579,1,1,1,Centro
2.327,1,1,1,Centro
3.024,1,2,1,Centro
1.400,1,3,1,Centro
1.800,1,2,3,Tetuán
2.400,77,2,1,Hortaleza
790,,1,1,Tetuán
2.600,1,4,1,Tetuán
1.500,,1,36,Chamartín
1.500,70,2,1,Tetuán
1.800,1,2,1,Chamberí
1.350,47,2,1,Centro
1.440,45,2,1,Aravaca
3.200,1,2,2,Retiro
1.425,1,1,1,Centro
1.200,1,1,1,Latina
2.500,70,2,1,Centro
2.970,80,1,2,Tetuán
2.530,65,1,1,Tetuán
2.160,,1,45,Tetuán
4.080,90,2,2,Centro
4.600,110,3,2,Centro
4.425,110,2,2,Centro
1.349,68,1,2,Villaverde
1.900,65,2,1,Pardo
2.750,120,3,2,Centro
2.450,1,3,1,Arganzuela
1.450,1,1,1,Chamberí
1.300,,1,40,Centro
1.200,,1,30,Centro
2.600,1,1,1,Centro
3.600,130,3,3,Centro
1.200,56,2,1,Arganzuela
1.400,1,1,1,Tetuán
1.550,,1,55,Centro
1.650,1,2,2,Blas
1.300,1,1,1,Vallecas
1.550,60,2,1,Moratalaz
1.600,,1,30,Arganzuela
1.700,55,2,2,Lineal
2.100,,1,45,Chamberí
2.300,1,3,2,Lineal
1.419,84,1,2,Villaverde
3.350,85,1,1,Centro
2.200,95,4,2,Tetuán
3.350,90,1,1,Centro
4.425,110,2,2,Centro
1.399,69,1,2,Villaverde
1.080,65,2,1,Vallecas
1.400,,1,90,Latina
1.300,1,1,1,Centro
4.750,196,3,3,Chamartín
1.200,50,2,1,Lineal
1.400,1,1,1,Tetuán
1.500,1,2,1,Lineal
1.500,45,1,1,Chamberí
3.476,110,3,2,Centro
1.200,55,2,1,Carabanchel
2.400,85,3,1,Centro
3.000,90,2,2,Centro
2.250,1,2,2,Aravaca
1.750,70,2,2,Tetuán
2.250,1,3,1,Arganzuela
1.200,,1,1,Lineal
780,,1,1,Pardo
2.000,1,1,1,Centro
1.500,1,2,1,Salamanca
3.500,65,2,1,Arganzuela
1.650,1,1,1,Centro
970,,1,25,Arganzuela
1.300,1,1,1,Arganzuela
1.600,,1,45,Centro
1.100,,1,1,Retiro
998,,1,1,Usera
3.900,54,2,2,Centro
3.300,96,3,2,Retiro
3.400,120,4,2,Carabanchel
1.900,65,2,2,Centro
1.490,56,1,1,Centro
1.700,70,3,1,Pardo
1.300,50,1,1,Centro
1.550,,1,35,Vallecas
1.950,32,1,1,Centro
2.550,93,3,1,Tetuán
1.500,,1,68,Vallecas
1.850,45,1,1,Centro
3.900,116,2,2,Salamanca
1.430,35,1,1,Tetuán
4.000,52,2,2,Centro
1.200,,1,1,Retiro
2.950,1,4,3,Blas
1.100,,1,1,Villaverde
1.275,,1,1,Vallecas
2.500,66,2,1,Retiro
3.900,50,2,2,Centro
3.590,,1,42,Salamanca
2.640,,1,55,Retiro
1.400,1,1,1,Chamartín
3.300,1,3,2,Retiro
1.495,,1,48,Salamanca
2.900,80,2,2,Retiro
1.450,,1,35,Vallecas
900,1,1,1,Aravaca
2.000,,1,34,Centro
5.200,150,4,2,Centro
2.450,35,1,1,Centro
1.400,,1,35,Vallecas
1.450,,1,35,Vallecas
1.400,,1,35,Vallecas
1.450,,1,35,Vallecas
1.200,,2,79,Centro
1.400,,1,35,Vallecas
3.900,57,2,2,Centro
1.450,,1,35,Vallecas
1.650,,1,45,Retiro
2.550,63,2,2,Centro
1.799,,1,1,Villaverde
1.980,,1,35,Tetuán
1.250,48,2,1,Arganzuela
2.100,71,2,1,Usera
900,,1,30,Centro
1.300,1,1,1,Arganzuela
1.850,115,1,1,Aravaca
1.950,60,2,1,Centro
1.350,,1,40,Pardo
1.900,70,3,1,Vallecas
3.100,1,2,2,Centro
2.300,50,2,1,Retiro
2.450,,1,35,Centro
2.450,35,1,1,Centro
1.650,50,2,1,Centro
1.500,80,2,2,Retiro
1.600,1,1,1,Chamberí
1.850,40,2,1,Vallecas
1.700,65,1,1,Retiro
2.023,80,2,2,Tetuán
1.250,,1,40,Vallecas
1.500,,1,30,Lineal
2.300,,1,70,Centro
2.000,1,1,1,Chamartín
1.700,67,2,1,Chamberí
1.200,,1,1,Hortaleza
2.300,45,2,1,Chamartín
2.500,70,3,1,Centro
2.600,70,3,2,Centro
1.250,,2,1,Aravaca
1.400,,1,30,Lineal
1.390,55,1,1,Chamartín
1.600,1,1,1,Chamberí
2.900,119,2,2,Chamberí
2.950,135,2,2,Salamanca
1.200,,1,1,Hortaleza
1.100,60,1,2,Tetuán
950,55,2,1,Carabanchel
1.500,,2,85,Hortaleza
960,29,1,1,Lineal
1.450,33,2,1,Chamberí
1.950,70,2,1,Centro
2.600,45,2,1,Retiro
2.150,,1,40,Centro
1.800,73,2,1,Centro
1.750,1,1,1,Retiro
1.550,63,1,1,Hortaleza
1.800,1,2,1,Arganzuela
800,,1,1,Chamberí
1.600,65,1,1,Chamberí
1.290,34,1,1,Lineal
980,,1,1,Tetuán
2.450,109,1,2,Centro
1.380,1,1,1,Centro
2.500,65,3,1,Tetuán
1.430,30,1,1,Aravaca
1.750,1,1,1,Retiro
1.100,,1,1,Tetuán
1.050,,1,1,Tetuán
1.450,35,1,1,Lineal
1.100,,1,1,Tetuán
980,,1,1,Tetuán
890,,1,24,Centro
780,28,3,1,Centro
3.300,107,4,3,Arganzuela
1.280,1,1,1,Usera
1.850,1,2,1,Tetuán
1.500,,1,1,Lineal
1.950,,1,1,Centro
1.050,,1,1,Tetuán
1.300,1,1,1,Centro
1.300,,1,40,Aravaca
1.000,,1,1,Centro
1.000,1,2,1,Moratalaz
1.100,,1,30,Centro
1.280,1,1,1,Arganzuela
2.395,100,3,2,Chamartín
1.600,,1,44,Chamartín
1.000,,1,25,Salamanca
1.900,70,2,1,Salamanca
1.590,90,2,2,Centro
1.650,,1,45,Retiro
1.360,72,2,1,Usera
1.250,48,2,1,Lineal
2.200,1,1,1,Centro
1.500,,1,1,Centro
1.050,55,2,1,Latina
1.700,40,2,1,Centro
1.350,47,2,1,Tetuán
1.100,1,3,1,Lineal
2.100,72,1,1,Salamanca
1.400,,1,35,Lineal
2.200,,1,48,Salamanca
1.350,55,2,1,Vallecas
1.390,,1,45,Aravaca
1.400,1,1,1,Tetuán
1.100,49,2,1,Latina
1.200,1,1,1,Centro
5.350,178,2,3,Chamberí
1.048,42,1,1,Centro
1.600,,1,44,Centro
2.000,60,1,1,Centro
1.200,,1,60,Hortaleza
1.450,80,3,1,Carabanchel
1.200,,1,26,Centro
1.375,1,2,1,Tetuán
2.250,124,4,2,Usera
3.300,140,3,2,Centro
1.100,60,1,1,Usera
1.190,,1,48,Centro
1.750,62,2,1,Retiro
1.490,40,1,1,Chamberí
1.150,,1,48,Chamartín
1.200,65,2,1,Latina
2.800,100,2,2,Centro
1.650,1,2,2,Salamanca
975,1,1,1,Latina
1.700,130,2,1,Chamartín
1.200,1,2,1,Carabanchel
1.950,75,2,1,Tetuán
1.150,70,1,1,Centro
1.075,,1,1,Centro
1.100,51,2,1,Vallecas
1.600,40,1,1,Chamberí
735,,1,16,Centro
1.225,,1,57,Lineal
2.600,61,3,1,Aravaca
2.350,100,2,2,Vicálvaro
2.200,1,3,2,Pardo
775,,1,25,Salamanca
900,,1,30,Centro
795,,1,1,Tetuán
3.500,,1,50,Centro
1.000,,1,1,Vallecas
2.700,1,2,1,Centro
2.400,110,2,2,Centro
2.150,58,1,1,Chamberí
3.000,120,3,2,Retiro
2.400,103,2,2,Vicálvaro
2.200,58,2,1,Tetuán
1.300,,1,35,Tetuán
1.700,60,2,1,Chamberí
1.390,,1,55,Centro
1.790,37,1,1,Centro
2.795,115,3,3,Tetuán
1.200,1,1,1,Centro
2.400,110,3,2,Centro
2.500,1,3,1,Hortaleza
850,1,1,1,Centro
825,,1,1,Blas
875,,1,1,Blas
3.450,120,3,2,Retiro
1.200,1,1,1,Vallecas
1.590,72,3,1,Latina
4.500,140,3,3,Centro
2.150,55,1,1,Hortaleza
1.450,1,2,1,Centro
2.200,1,1,1,Chamartín
5.400,90,2,2,Centro
1.049,,1,1,Usera
1.400,,1,45,Centro
1.500,,1,50,Centro
1.380,55,2,1,Vallecas
1.490,,1,55,Centro
2.100,60,1,1,Chamberí
1.150,55,2,1,Centro
1.790,45,1,1,Centro
800,,1,42,Centro
920,,1,1,Centro
3.150,129,2,3,Centro
850,,1,21,Carabanchel
925,,1,25,Centro
2.200,60,1,1,Retiro
2.700,80,3,2,Lineal
975,,1,20,Centro
1.700,50,1,1,Arganzuela
975,,1,1,Lineal
1.850,1,2,1,Pardo
1.950,40,2,1,Chamberí
1.900,60,2,2,Retiro
3.900,1,4,3,Centro
1.200,,1,30,Latina
1.100,,1,30,Centro
1.500,1,2,1,Centro
1.600,62,2,1,Centro
1.400,1,2,2,Carabanchel
2.300,75,2,2,Chamberí
1.450,60,2,1,Centro
1.600,55,1,1,Centro
3.700,200,2,2,Centro
1.600,45,1,1,Tetuán
2.000,1,4,1,Carabanchel
2.800,38,1,1,Retiro
2.900,131,3,2,Centro
1.900,,1,25,Salamanca
1.500,70,3,2,Aravaca
1.550,1,2,1,Tetuán
950,40,1,1,Vallecas
900,,1,25,Blas
5.000,110,3,2,Centro
3.500,1,3,2,Centro
1.050,,1,30,Centro
1.180,40,1,1,Tetuán
1.000,1,1,1,Pardo
1.650,75,1,1,Centro
1.300,,1,45,Centro
840,,1,1,Carabanchel
1.100,33,1,1,Centro
1.600,60,1,1,Arganzuela
4.202,100,2,2,Salamanca
4.081,100,2,2,Centro
2.400,70,1,1,Salamanca
3.000,70,2,1,Centro
1.690,58,1,1,Tetuán
2.350,1,2,1,Salamanca
2.700,60,1,1,Centro
4.000,1,2,2,Aravaca
2.390,74,3,2,Retiro
1.490,,1,1,Hortaleza
2.000,1,3,2,Centro
1.800,1,2,2,Centro
1.190,,1,30,Chamartín
975,1,1,1,Latina
1.600,1,2,1,Tetuán
1.500,49,2,1,Chamartín
2.650,80,2,1,Salamanca
1.700,45,1,1,Chamberí
3.000,60,2,2,Retiro
1.350,,1,30,Arganzuela
4.500,176,4,3,Centro
1.600,90,3,1,Salamanca
2.400,51,1,1,Centro
1.150,1,1,1,Centro
3.900,159,4,2,Chamartín
1.000,55,1,1,Retiro
2.350,1,3,2,Arganzuela
975,,1,40,Centro
920,1,1,1,Tetuán
1.650,70,2,1,Centro
2.800,80,2,1,Centro
1.500,70,2,1,Latina
2.100,110,3,2,Arganzuela
1.750,60,1,1,Centro
3.000,1,3,2,Hortaleza
4.650,130,3,2,Centro
1.400,45,2,1,Tetuán
1.700,50,1,1,Salamanca
2.150,34,1,1,Arganzuela
5.000,97,3,2,Centro
1.990,60,2,1,Centro
1.950,75,2,1,Centro
850,,1,1,Centro
1.300,,1,1,Chamberí
1.250,65,2,1,Latina
2.100,147,4,2,Blas
1.450,35,1,1,Chamberí
1.500,35,1,1,Centro
1.100,,1,1,Centro
1.450,35,1,1,Chamberí
2.250,45,2,1,Pardo
1.600,45,1,2,Chamberí
1.200,55,1,1,Centro
900,50,1,1,Chamberí
1.828,40,1,1,Centro
1.100,,1,39,Centro
1.400,,1,40,Chamberí
950,,1,33,Centro
2.085,1,1,1,Centro
3.000,1,2,2,Tetuán
4.350,120,2,1,Centro
2.200,,1,1,Hortaleza
2.200,,1,1,Hortaleza
2.200,,1,1,Hortaleza
2.200,,1,1,Hortaleza
2.200,,1,1,Hortaleza
1.565,40,1,1,Centro
1.500,1,1,1,Centro
750,1,1,1,Tetuán
2.850,68,2,1,Tetuán
1.900,60,1,1,Centro
2.990,120,4,2,Chamartín
1.500,,1,25,Retiro
1.200,30,1,1,Centro
1.400,49,2,1,Tetuán
1.089,,1,28,Centro
2.000,45,1,1,Centro
1.000,,1,40,Lineal
3.900,70,2,2,Centro
1.750,62,1,1,Retiro
1.400,50,2,1,Arganzuela
5.000,130,3,3,Centro
2.100,,1,1,Centro
1.650,40,1,1,Centro
3.500,69,1,2,Arganzuela
2.650,39,2,1,Arganzuela
3.300,70,2,2,Arganzuela
3.450,105,2,2,Salamanca
1.000,,1,40,Lineal
2.300,50,1,1,Latina
2.150,57,1,1,Centro
2.700,136,3,2,Centro
1.200,,1,20,Aravaca
1.150,,1,30,Centro
1.400,99,1,1,Centro
1.399,,1,40,Centro
1.440,80,2,2,Tetuán
1.700,60,2,2,Centro
900,,1,50,Lineal
1.450,60,1,1,Centro
1.700,62,2,1,Salamanca
1.765,62,2,1,Tetuán
1.300,62,1,1,Centro
1.650,41,1,1,Chamberí
1.600,,1,24,Centro
1.250,,1,35,Salamanca
975,,1,1,Latina
1.250,55,3,1,Latina
1.850,80,2,1,Chamberí
2.800,139,3,3,Aravaca
2.345,93,2,2,Centro
2.100,50,2,1,Latina
2.800,29,1,1,Arganzuela
975,,1,1,Latina
2.950,64,2,2,Arganzuela
1.450,,1,36,Arganzuela
1.380,30,1,1,Centro
750,,1,70,Chamartín
1.550,41,1,1,Centro
1.350,,1,1,Centro
850,,1,30,Centro
999,50,3,1,Vallecas
1.500,75,3,1,Chamartín
1.800,,30,,Centro
1.800,,1,30,Centro
650,,1,25,Centro
1.000,35,1,1,Chamberí
690,,1,16,Centro
1.100,70,2,1,Villaverde
1.700,,2,2,Moncloa - Aravaca
1.500,45,3,1,Chamberí
2.250,,3,1,Tetuán
7.500,310,4,3,Barrio de Salamanca
2.800,88,3,2,Tetuán
2.950,80,2,2,Hortaleza
1.350,,1,1,Centro
2.800,139,3,3,Aravaca
975,,1,1,Latina
1.500,75,3,1,Chamartín
1.600,68,1,1,Centro
1.700,85,2,2,Barrio de Salamanca
920,32,1,1,Villaverde
2.994,1,3,2,Centro
1.790,,1,50,Retiro
1.200,64,2,1,Pardo
750,35,1,1,Vallecas
1.425,55,3,1,Chamberí
2.600,32,1,1,Centro
1.350,,47,,Salamanca
2.750,60,1,1,Salamanca
1.750,60,1,1,Centro
2.650,102,2,1,Arganzuela
3.800,1,2,1,Centro
1.750,,1,54,Carabanchel
4.520,109,2,2,Centro
3.100,58,1,1,Salamanca
2.260,50,1,1,Hortaleza
1.550,,1,55,Chamartín
1.600,,1,35,Vallecas
1.950,60,2,1,Chamberí
1.250,,1,20,Tetuán
2.100,50,2,1,Centro
2.050,55,2,1,Arganzuela
1.590,,1,50,Salamanca
2.100,90,2,2,Centro
2.990,82,2,1,Salamanca
3.570,72,3,1,Salamanca
1.300,,1,25,Tetuán
1.600,,1,45,Vallecas
2.370,72,2,1,Centro
2.700,55,3,2,Centro
2.835,97,3,2,Centro
2.590,80,3,1,Chamartín
2.200,70,2,2,Aravaca
980,41,1,1,Retiro
2.025,37,1,1,Latina
2.025,1,1,1,Pardo
1.500,40,2,1,Arganzuela
1.290,40,1,1,Centro
1.199,,1,24,Chamberí
1.199,,1,23,Chamberí
1.199,,1,33,Chamberí
1.095,,1,1,Retiro
1.050,,1,1,Centro
1.050,,1,,Aravaca
950,50,1,1,Usera
825,,1,35,Latina
1.600,,1,65,Barajas
2.200,73,2,1,Centro
2.500,154,2,1,Centro
1.400,,1,45,Lineal
2.200,55,2,1,Hortaleza
2.500,,1,45,Vallecas
2.500,,1,45,Vallecas
3.750,90,4,3,Centro
3.020,45,1,1,Arganzuela
2.530,45,1,1,Arganzuela
2.460,58,1,1,Centro
1.900,1,2,1,Lineal
3.724,1,2,1,Retiro
2.550,83,2,2,Tetuán
3.784,1,2,1,Salamanca
3.179,1,2,1,Chamberí
3.850,1,2,1,Salamanca
3.722,1,2,1,Centro
5.049,1,2,1,Retiro
3.720,77,2,1,Retiro
800,,1,25,Carabanchel
1.980,1,1,1,Tetuán
1.300,,1,40,Retiro
4.439,1,2,1,Chamberí
1.700,,1,30,Centro
2.937,1,1,1,Chamberí
2.000,60,2,2,Retiro
4.384,1,3,1,Salamanca
1.700,1,2,1,Centro
4.873,1,2,1,Chamberí
3.110,58,2,1,Centro
2.420,55,1,1,Centro
2.514,1,1,1,Chamberí
5.044,1,4,1,Chamberí
2.308,1,2,1,Chamberí
2.514,1,1,1,Centro
1.200,,1,20,Chamberí
2.650,122,3,2,Arganzuela
1.400,,1,47,Lineal
1.200,,1,35,Arganzuela
3.058,1,2,1,Salamanca
3.361,1,3,1,Chamberí
3.336,1,1,1,Salamanca
1.350,,1,25,Centro
3.960,1,3,1,Retiro
1.400,1,2,1,Chamberí
3.250,45,2,2,Chamartín
2.440,55,2,1,Tetuán
2.514,1,1,1,Chamberí
2.393,1,2,1,Salamanca
1.600,,1,45,Carabanchel
4.384,1,3,1,Salamanca
2.117,1,1,1,Salamanca
5.110,1,2,1,Chamartín
1.945,1,2,2,Centro
1.100,1,1,1,Centro
3.421,1,1,1,Chamberí
5.087,1,2,1,Chamberí
3.273,1,1,1,Chamberí
1.850,55,2,1,Centro
2.574,1,1,1,Salamanca
1.400,,1,30,Lineal
3.416,1,2,1,Centro
3.000,120,2,2,Chamberí
1.800,,1,30,Tetuán
4.500,95,3,2,Chamartín
2.450,121,3,2,Arganzuela
1.100,1,1,1,Centro
1.850,,1,40,Lineal
4.000,66,2,2,Salamanca
1.600,,1,26,Centro
1.699,,1,46,Centro
1.750,68,3,1,Vallecas
2.800,1,4,2,Tetuán
2.300,75,2,1,Salamanca
2.800,100,3,2,Chamartín
1.900,80,2,1,Usera
2.000,,1,58,Centro
2.200,125,3,2,Arganzuela
3.000,134,4,3,Chamberí
1.850,,1,40,Lineal
2.130,38,1,1,Chamartín
1.800,1,1,1,Centro
1.200,,1,1,Arganzuela
3.350,65,2,2,Centro
2.900,115,3,2,Centro
2.450,47,2,1,Tetuán
2.650,65,2,1,Salamanca
1.350,,1,60,Centro
3.450,50,2,2,Chamartín
2.120,31,1,1,Centro
2.380,49,1,1,Centro
2.500,,1,65,Centro
2.010,,1,31,Centro
2.000,70,3,1,Centro
2.720,42,1,1,Salamanca
3.950,78,2,2,Centro
2.850,65,1,1,Salamanca
1.500,,1,60,Arganzuela
2.400,76,3,1,Lineal
4.686,1,3,1,Retiro
1.400,,1,40,Chamartín
850,,1,24,Carabanchel
2.150,47,2,1,Tetuán
1.095,,1,38,Centro
2.380,31,2,1,Centro
2.160,68,1,1,Centro
1.850,,1,40,Lineal
2.750,56,2,1,Centro
2.080,31,1,1,Centro
3.000,107,3,2,Centro
4.142,1,3,1,Chamberí
5.019,142,3,3,Chamberí
1.700,,1,82,Arganzuela
1.500,,1,40,Tetuán
3.950,109,2,1,Salamanca
2.110,56,2,1,Arganzuela
1.100,,1,26,Pardo
3.010,49,1,1,Centro
2.490,58,1,1,Centro
2.390,49,1,1,Centro
4.626,1,4,1,Salamanca
4.026,1,3,1,Retiro
3.693,1,1,1,Chamberí
2.200,,1,40,Centro
2.550,,2,75,Hortaleza
3.350,98,3,1,Hortaleza
1.350,63,2,1,Vallecas
1.600,1,1,1,Arganzuela
4.601,1,2,1,Chamberí
2.350,,1,45,Hortaleza
3.663,1,2,1,Chamartín
2.550,,2,90,Hortaleza
1.700,68,3,1,Vallecas
1.200,,1,35,Tetuán
3.500,1,4,1,Centro
2.200,78,2,1,Chamartín
750,,1,33,Carabanchel
900,1,1,1,Centro
2.650,,2,75,Hortaleza
1.100,,1,47,Vallecas
1.550,35,1,1,Centro
2.900,,1,55,Salamanca
3.250,90,2,2,Hortaleza
3.900,180,4,3,Chamberí
1.400,,1,47,Arganzuela
1.500,,1,30,Lineal
1.500,30,1,1,Lineal
2.200,80,2,2,Tetuán
3.000,50,3,2,Tetuán
4.000,140,4,2,Arganzuela
2.350,58,2,1,Centro
3.300,72,2,2,Centro
2.000,1,2,1,Arganzuela
1.500,,1,30,Lineal
1.590,55,2,1,Pardo
1.500,,1,30,Lineal
1.500,,1,60,Centro
2.750,1,2,1,Centro
3.714,1,2,2,Centro
1.850,94,2,2,Barajas
1.800,,1,41,Centro
1.450,,1,43,Centro
2.390,58,2,1,Centro
1.988,1,3,1,Arganzuela
2.620,52,1,1,Centro
2.280,1,2,67,Centro
2.720,,28,1,Centro
2.600,1,2,74,Chamberí
3.250,1,3,2,Salamanca
2.000,70,2,1,Tetuán
2.900,,2,104,Salamanca
3.905,1,1,1,Salamanca
2.514,1,2,1,Chamberí
3.300,1,2,1,Centro
1.200,,1,28,Centro
3.408,1,1,1,Salamanca
2.300,,1,75,Centro
5.709,1,3,1,Chamberí
3.650,110,3,3,Centro
4.081,1,2,1,Chamberí
5.225,1,3,1,Salamanca
2.800,65,2,2,Arganzuela
4.510,1,3,1,Aravaca
1.500,,1,40,Chamberí
1.600,50,2,1,Chamartín
5.670,1,4,2,Chamberí
4.011,1,2,1,Chamartín
5.087,1,4,1,Centro
3.550,89,3,2,Tetuán
4.091,1,3,1,Salamanca
3.814,1,1,1,Chamberí
1.200,,1,40,Centro
3.542,1,1,1,Salamanca
2.380,97,2,2,Centro
1.450,,1,25,Chamberí
1.800,,1,48,Lineal
1.950,,1,36,Centro
3.119,1,2,1,Chamberí
1.378,,1,55,Tetuán
1.235,,1,25,Chamberí
1.950,,1,36,Centro
2.998,1,1,1,Chamberí
3.537,1,2,1,Chamberí
3.179,1,1,1,Salamanca
2.574,1,1,1,Salamanca
4.777,1,2,1,Chamartín
2.466,1,1,1,Aravaca
2.250,90,2,2,Vallecas
