Price,Square Meters,Rooms,Bathrooms,Zona
5.000,209,4,3,Barrio de Salamanca
3.500,250,4,3,Chamartín
2.570,40,1,1,Barrio de Salamanca
1.350,78,2,1,Centro
1.200,60,3,1,Retiro
2.400,135,3,2,Arganzuela
1.190,90,3,1,San Blas
2.150,76,2,1,Salamanca
1.290,102,3,1,Blas
1.290,75,2,2,Chamberí
940,43,2,1,Centro
795,26,1,1,Centro
2.390,165,3,2,Barrio de Salamanca
1.300,50,1,1,Chamberí
1.350,82,2,1,Hortaleza
2.790,194,3,2,Chamberí
1.450,85,2,1,Barrio de Salamanca
995,56,2,1,Ciudad Lineal
2.600,103,1,1,Barrio de Salamanca
1.400,80,3,1,Moncloa - Aravaca
10.500,5,3,280,Salamanca
7.500,3,3,320,Retiro
2.900,150,4,3,Moncloa - Aravaca
1.880,,92,5,Chamartín
1.050,38,1,1,Chamberí
3.900,166,4,2,Barrio de Salamanca
850,30,1,1,Centro
1.125,56,3,1,Vallecas
7.800,467,5,6,Chamartín
7.000,178,2,2,Salamanca
1.500,75,2,2,Tetuán
1.350,65,1,1,Latina
1.100,40,1,1,Latina
1.100,40,1,1,Latina
1.100,40,1,1,Latina
1.100,40,1,1,Latina
3.500,161,4,3,Centro
1.900,80,1,1,Centro
1.030,60,3,1,Villaverde
2.250,90,2,2,Barrio de Salamanca
1.400,40,1,1,Aravaca
3.400,150,3,3,Aravaca
1.050,22,1,1,Centro
1.495,66,2,1,Fuencarral - El Pardo
2.645,121,1,1,Centro
2.675,50,1,1,Chamberí
3.840,115,2,2,Barrio de Salamanca
1.100,65,2,1,Villa de Vallecas
965,35,1,1,Arganzuela
4.500,133,3,4,Barrio de Salamanca
2.300,110,3,2,Chamartín
2.500,139,3,2,Tetuán
995,47,2,1,Latina
2.400,75,3,2,Barrio de Salamanca
2.800,129,3,3,Barrio de Salamanca
2.685,70,1,1,Barrio de Salamanca
3.965,128,4,3,Centro
2.905,64,1,1,Chamberí
2.605,100,2,2,Chamberí
3.485,97,3,2,Barrio de Salamanca
3.410,140,3,2,Centro
3.525,110,2,2,Centro
2.800,101,2,2,Tetuán
2.390,50,1,1,Chamberí
11.000,390,3,4,Retiro
6.750,191,3,3,Chamberí
6.750,187,3,3,Chamberí
1.600,50,1,1,San Blas
975,50,1,1,Chamartín
3.900,219,3,3,Chamberí
1.370,5,1,29,Centro
2.500,110,3,2,Chamartín
990,60,1,1,Tetuán
3.400,130,2,2,Chamberí
3.400,130,2,2,Chamberí
4.600,3,2,148,Salamanca
1.224,52,2,1,Moncloa - Aravaca
6.000,501,6,6,Centro
2.625,107,3,2,Barrio de Salamanca
970,64,3,1,Villaverde
1.955,68,2,1,Centro
1.865,60,2,2,Barrio de Salamanca
3.715,140,3,3,Chamberí
2.570,40,1,1,Barrio de Salamanca
3.900,160,3,3,Retiro
4.700,208,3,2,Chamartín
,110,2,2,Moncloa - Aravaca
1.500,100,2,1,Centro
1.800,97,3,2,Barrio de Salamanca
1.090,50,1,1,Arganzuela
2.900,70,3,1,Centro
3.500,207,5,3,Salamanca
4.950,178,2,3,Chamberí
5.200,154,2,2,Centro
1.800,55,1,1,Fuencarral - El Pardo
1.000,35,1,1,Centro
1.800,55,1,1,Fuencarral - El Pardo
1.200,70,2,1,Fuencarral - El Pardo
1.100,50,1,1,Ciudad Lineal
1.800,83,2,2,Tetuán
1.100,40,1,1,Centro
1.650,107,2,1,Aravaca
1.300,85,2,1,Fuencarral - El Pardo
1.900,100,3,2,Chamberí
1.870,72,3,1,Chamartín
7.500,290,5,3,Retiro
10.000,267,4,4,Barrio de Salamanca
4.500,100,2,1,Barrio de Salamanca
1.500,50,1,1,Centro
4.500,123,3,3,Centro
900,,1,33,Centro
850,38,2,1,Retiro
1.300,75,3,1,Moncloa - Aravaca
1.390,70,3,1,Fuencarral - El Pardo
1.100,44,1,1,Chamberí
2.125,73,3,1,Chamartín
1.300,60,1,1,Chamartín
2.395,135,3,2,Chamartín
1.650,60,2,1,Centro
1.030,45,1,1,Barrio de Salamanca
1.800,200,5,2,Moncloa - Aravaca
3.200,178,2,2,Salamanca
1.900,80,2,1,Centro
3.500,151,2,1,Salamanca
975,38,2,1,Usera
975,67,3,1,Moratalaz
940,64,3,1,Villaverde
690,39,1,1,Fuencarral - El Pardo
750,32,2,1,Centro
1.600,129,3,2,Fuencarral - El Pardo
790,60,2,1,Usera
4.300,206,4,3,Tetuán
1.195,47,2,1,Retiro
2.500,117,2,2,Centro
850,53,2,1,Villaverde
1.500,100,2,2,San Blas
4.950,10,3,200,Salamanca
1.550,35,1,1,Chamartín
2.200,100,2,2,Arganzuela
1.100,90,3,1,Puente de Vallecas
1.850,114,2,2,Tetuán
1.790,125,3,1,Retiro
3.150,132,4,2,Chamberí
2.500,2,1,50,Aravaca
4.500,1,2,120,Chamberí
3.250,140,2,1,Centro
995,61,3,1,Carabanchel
875,47,2,1,Usera
1.045,49,3,1,Blas
995,45,2,1,Usera
1.030,49,3,1,Blas
920,49,2,1,Vallecas
985,64,3,1,Villaverde
1.005,58,3,1,Blas
990,57,3,1,Villaverde
885,56,2,1,Blas
1.015,72,3,1,Villaverde
1.025,56,3,1,Blas
1.150,60,1,1,Hortaleza
6.000,158,3,2,Salamanca
7.810,3,4,320,Chamberí
4.600,8,2,182,Centro
11.000,3,3,240,Centro
2.200,65,2,1,Salamanca
4.500,130,2,2,Centro
4.500,135,2,2,Aravaca
2.600,2,1,94,Chamberí
2.500,142,2,2,Centro
2.650,121,2,2,Centro
13.500,236,3,4,Chamberí
1.000,58,2,1,Usera
7.500,9,4,265,Salamanca
1.500,53,1,1,Tetuán
1.050,64,3,1,Usera
955,65,3,1,Villaverde
995,64,2,1,Usera
2.000,64,1,1,Hortaleza
3.950,182,2,2,Salamanca
1.390,50,2,1,Ciudad Lineal
2.100,92,3,1,Chamberí
4.200,155,3,2,Chamberí
2.500,114,4,2,Salamanca
2.745,70,1,1,Barrio de Salamanca
1.800,85,2,2,Moncloa - Aravaca
880,48,2,1,Blas
1.045,69,3,1,Blas
1.500,65,4,1,Carabanchel
7.500,221,3,3,Salamanca
1.300,48,1,1,Salamanca
830,38,1,1,Villa de Vallecas
1.950,70,2,2,Chamberí
900,51,2,1,Blas
940,58,2,1,Carabanchel
1.080,66,3,1,Carabanchel
870,50,2,1,Villaverde
895,50,2,1,Usera
1.350,48,1,1,Lineal
1.300,57,1,1,Centro
1.200,104,2,2,Usera
2.150,114,2,2,Chamartín
925,89,2,1,Vallecas
1.915,80,1,1,Chamberí
2.465,75,1,2,Barrio de Salamanca
2.740,66,2,1,Chamberí
3.640,102,2,2,Barrio de Salamanca
2.750,110,2,2,Barrio de Salamanca
3.085,66,2,1,Chamberí
4.125,125,3,2,Centro
880,52,2,1,Villaverde
3.550,1,3,132,Retiro
3.900,187,3,3,Aravaca
950,58,2,1,Vallecas
4.800,2,2,188,Centro
2.700,174,5,3,Lineal
1.150,48,1,1,Centro
1.550,75,2,1,Tetuán
2.800,124,4,2,Chamberí
5.500,492,5,5,Moncloa - Aravaca
1.050,47,1,1,Centro
2.100,15,1,65,Tetuán
2.500,5,2,100,Centro
6.500,182,2,2,Centro
1.250,45,1,1,Retiro
2.200,70,2,1,Chamberí
1.650,77,1,1,Centro
2.200,115,4,2,Retiro
3.310,96,2,2,Chamberí
3.600,140,2,2,Salamanca
2.500,82,2,2,Chamartín
1.800,47,1,1,Chamartín
4.000,132,3,3,Retiro
2.400,104,2,2,Tetuán
2.800,80,2,1,Centro
2.600,4,2,140,Salamanca
1.750,66,2,1,Arganzuela
2.500,101,2,2,Salamanca
2.500,100,2,2,Centro
5.000,219,4,3,Salamanca
2.100,120,3,2,Chamberí
1.850,94,2,2,Centro
1.990,63,1,1,Chamartín
4.000,120,5,2,Centro
1.200,30,1,1,Centro
3.300,139,2,2,Chamartín
1.900,299,1,1,Centro
1.900,135,2,2,Centro
1.700,67,1,1,Centro
3.200,170,3,2,Centro
1.800,62,1,1,Centro
3.900,175,4,2,Chamberí
1.300,80,2,2,Chamberí
2.400,210,4,2,Fuencarral - El Pardo
1.295,90,3,1,Ciudad Lineal
900,,1,59,Centro
2.500,96,3,1,Centro
1.200,45,2,1,Chamberí
1.100,80,3,2,San Blas
1.190,68,2,1,Moncloa - Aravaca
2.995,70,2,1,Barrio de Salamanca
1.120,66,3,1,Carabanchel
1.700,90,2,2,Arganzuela
1.800,2,2,70,Retiro
2.200,180,1,1,Tetuán
3.100,115,2,2,Retiro
1.300,57,1,1,Centro
1.295,60,1,1,Moratalaz
1.550,110,4,2,Barajas
2.200,47,1,1,Barrio de Salamanca
2.850,130,3,2,Salamanca
3.000,108,2,2,Chamberí
1.000,45,2,1,Arganzuela
1.490,83,2,2,Barrio de Salamanca
1.890,90,2,1,Lineal
1.450,61,1,1,Arganzuela
4.500,122,2,3,Barrio de Salamanca
8.700,2,3,220,Centro
3.200,130,3,2,Retiro
2.600,111,3,2,Salamanca
1.500,123,2,2,Arganzuela
2.200,123,4,2,Pardo
1.030,65,3,1,Carabanchel
12.000,267,4,4,Salamanca
1.650,64,2,1,Retiro
2.500,80,1,1,Retiro
4.000,1,3,100,Centro
4.500,4,3,238,Salamanca
3.300,125,3,2,Centro
13.500,236,3,4,Chamberí
1.600,56,1,1,Retiro
3.300,204,2,2,Centro
3.900,180,3,2,Tetuán
1.050,75,3,1,Usera
1.500,70,3,1,Chamberí
1.250,50,2,1,Barrio de Salamanca
4.200,181,2,4,Aravaca
1.400,45,1,1,Arganzuela
3.070,100,2,2,Moncloa - Aravaca
1.400,55,2,1,Moncloa - Aravaca
5.700,295,4,3,Chamartín
7.500,450,6,5,Aravaca
4.250,198,5,4,Chamartín
3.300,157,4,2,Barrio de Salamanca
1.650,,1,86,Centro
4.400,201,3,3,Chamartín
1.600,90,2,1,Retiro
4.040,159,2,2,Chamberí
4.025,140,3,2,Chamberí
2.915,95,2,2,Barrio de Salamanca
1.980,105,3,2,Carabanchel
2.150,170,3,1,Lineal
1.400,50,2,1,Arganzuela
3.000,117,2,3,Tetuán
2.400,75,2,1,Centro
1.200,45,1,1,Centro
1.400,85,2,2,Latina
1.850,60,2,1,Centro
2.300,132,2,2,Chamartín
2.400,82,2,3,Centro
3.200,125,3,2,Chamberí
2.400,75,2,1,Centro
4.000,120,2,2,Barrio de Salamanca
1.500,77,2,1,Arganzuela
2.500,78,2,2,Salamanca
1.950,3,2,94,Centro
5.300,178,2,3,Chamberí
2.500,85,2,2,Tetuán
1.400,66,2,1,Arganzuela
6.500,151,3,3,Barrio de Salamanca
2.150,50,1,1,Centro
1.600,73,2,2,Tetuán
2.500,125,2,2,Centro
1.500,77,2,2,Tetuán
825,28,1,1,Centro
875,30,1,1,Tetuán
1.100,40,1,1,Centro
2.700,165,3,1,Centro
1.450,100,3,2,Hortaleza
1.075,88,3,1,Villa de Vallecas
1.400,60,3,2,Retiro
1.495,106,3,2,Ciudad Lineal
1.200,45,1,1,Moncloa - Aravaca
1.590,82,3,2,Tetuán
4.500,170,3,2,Chamberí
1.545,53,2,1,Centro
850,37,2,1,Retiro
1.550,85,2,1,Chamartín
1.750,135,4,2,Hortaleza
1.500,60,2,1,Chamartín
1.500,80,2,1,Chamartín
1.250,79,3,2,Villa de Vallecas
2.300,92,2,2,Chamartín
3.200,121,3,3,Tetuán
1.390,95,3,2,San Blas
1.600,90,2,1,Usera
975,60,2,1,Carabanchel
975,,1,44,Arganzuela
1.400,75,1,1,Moncloa - Aravaca
1.090,50,2,1,Fuencarral - El Pardo
1.350,100,3,2,Vicálvaro
1.300,85,3,2,Carabanchel
1.200,45,1,1,Chamartín
1.900,90,3,2,Arganzuela
1.790,110,4,2,Arganzuela
1.300,100,3,2,Carabanchel
1.100,61,2,1,Latina
1.000,5,1,45,Centro
1.900,111,3,2,Chamberí
920,,1,43,Barrio de Salamanca
7.000,157,2,2,Centro
1.650,100,4,2,Fuencarral - El Pardo
1.500,90,2,2,Fuencarral - El Pardo
37.000,140,3,3,Chamberí
900,52,3,1,Ciudad Lineal
820,50,1,1,Villaverde
1.500,80,3,2,Chamartín
2.200,55,2,2,Centro
2.200,90,2,2,Ciudad Lineal
19.000,280,4,5,Salamanca
1.700,67,1,1,Arganzuela
1.350,78,3,1,Ciudad Lineal
1.450,65,2,1,Chamberí
1.050,63,1,1,Fuencarral - El Pardo
900,37,2,1,Tetuán
1.700,100,3,2,Tetuán
4.050,116,2,2,Centro
2.780,15,1,80,Centro
2.100,6,2,93,Chamberí
9.000,264,3,4,Retiro
1.750,88,2,2,Chamberí
2.300,105,2,2,Pardo
2.300,153,3,2,Arganzuela
950,42,1,1,Tetuán
3.100,182,3,3,Chamberí
1.400,40,1,1,Centro
2.200,117,3,2,Chamartín
1.500,130,4,2,Hortaleza
3.600,62,2,2,Chamartín
1.600,155,4,2,Carabanchel
1.200,99,3,2,San Blas
2.000,77,2,1,Arganzuela
1.000,31,1,1,Arganzuela
1.650,94,3,2,Retiro
1.300,84,2,1,Lineal
6.900,268,3,3,Salamanca
1.400,40,1,1,Retiro
1.425,55,3,1,Chamberí
950,40,1,1,Ciudad Lineal
735,25,1,1,Centro
1.250,50,1,1,Centro
2.400,73,2,2,Retiro
4.935,175,3,3,Chamberí
1.720,50,1,1,Chamberí
2.110,79,1,1,Tetuán
2.400,45,1,1,Chamartín
3.150,153,2,3,Centro
2.400,100,1,2,Centro
1.950,45,1,1,Centro
8.500,206,2,3,Centro
3.350,2,2,89,Salamanca
3.300,100,4,2,Salamanca
2.400,126,1,1,Lineal
1.450,55,1,1,Chamberí
3.200,112,2,2,Chamartín
2.400,104,2,2,Tetuán
3.900,145,3,3,Chamartín
1.500,55,1,1,Centro
1.500,45,1,1,Chamartín
6.500,283,3,2,Centro
2.200,134,1,1,Salamanca
2.100,80,2,2,Moncloa - Aravaca
1.950,68,2,1,Tetuán
2.250,60,1,1,Centro
1.200,75,3,1,Moncloa - Aravaca
1.700,67,2,1,Moncloa - Aravaca
1.300,120,2,1,San Blas
1.400,55,2,1,Centro
1.145,49,1,1,Tetuán
1.045,42,1,1,Centro
1.050,60,3,1,Moratalaz
8.000,287,5,4,Chamartín
1.250,65,3,1,Puente de Vallecas
2.400,122,2,2,Centro
1.200,55,2,1,Moncloa - Aravaca
1.625,101,4,2,Villaverde
1.200,79,1,1,Chamartín
1.000,,1,53,Arganzuela
3.100,114,3,2,Retiro
2.440,85,2,1,Centro
1.942,1,1,1,Tetuán
1.066,37,1,1,Vallecas
1.000,35,1,1,Centro
950,,1,40,Centro
1.600,45,1,1,Centro
1.600,100,2,1,Carabanchel
810,43,1,1,San Blas
895,53,2,1,Fuencarral - El Pardo
575,,1,24,Centro
990,40,2,1,Latina
1.200,65,2,1,Latina
1.500,50,1,1,Centro
2.200,90,2,2,Barrio de Salamanca
2.950,96,2,2,Chamberí
2.570,40,1,1,Barrio de Salamanca
1.700,3,1,48,Chamartín
1.200,90,3,2,Usera
1.300,80,2,2,Villaverde
1.350,55,1,1,Centro
3.200,140,3,2,Salamanca
5.500,153,3,3,Salamanca
1.750,150,3,2,Chamartín
1.100,50,2,1,Chamartín
1.300,44,1,1,Usera
1.390,85,3,1,Fuencarral - El Pardo
1.100,55,1,1,Barrio de Salamanca
1.590,86,1,1,Chamartín
570,1,1,20,Puente de Vallecas
1.750,56,2,1,Chamberí
3.250,175,4,3,Centro
3.200,100,2,2,Centro
920,55,2,1,Carabanchel
1.850,137,2,2,Centro
10.000,235,3,4,Salamanca
4.500,133,3,4,Barrio de Salamanca
4.500,145,2,2,Barrio de Salamanca
3.600,159,3,2,Barrio de Salamanca
1.150,41,1,1,Arganzuela
1.300,68,2,1,Latina
2.100,67,1,1,Centro
1.600,70,1,1,Centro
1.350,45,1,1,Tetuán
1.700,101,3,2,Ciudad Lineal
1.950,1,2,90,Centro
1.850,59,1,1,Barrio de Salamanca
8.000,263,4,4,Salamanca
3.860,130,2,2,Chamberí
900,49,2,1,Vallecas
850,55,2,1,Usera
600,20,1,1,Centro
4.150,186,2,3,Retiro
900,49,1,1,Villaverde
1.900,119,2,2,Moncloa - Aravaca
2.000,43,2,1,Centro
2.690,70,1,2,Tetuán
1.400,4,1,50,Centro
3.800,230,4,2,Chamartín
5.000,125,4,2,Centro
1.315,62,2,2,Barajas
1.435,67,2,2,Barajas
2.200,90,2,2,Hortaleza
1.360,63,2,2,Barajas
1.405,65,2,2,Barajas
1.150,74,1,1,Carabanchel
1.700,56,1,1,Aravaca
15.000,411,5,5,Retiro
4.450,200,4,3,Chamberí
1.200,65,1,1,Centro
13.900,280,4,4,Salamanca
2.865,160,3,2,Chamberí
5.000,170,5,2,Arganzuela
2.100,124,1,1,Centro
5.000,150,2,2,Salamanca
3.300,100,2,2,Centro
2.300,180,3,3,Hortaleza
1.350,80,3,2,Usera
2.200,159,4,3,Tetuán
1.100,105,3,1,Latina
1.800,137,4,2,Fuencarral - El Pardo
1.350,55,1,1,Chamberí
2.100,66,3,1,Salamanca
2.660,65,2,1,Centro
2.475,60,1,1,Centro
2.080,55,1,1,Centro
11.000,392,5,5,Salamanca
1.300,90,3,1,Moncloa - Aravaca
1.700,77,2,2,Tetuán
1.650,60,1,1,Aravaca
1.800,86,2,2,Tetuán
1.200,60,1,1,Centro
6.776,1,2,2,Chamartín
6.720,64,2,2,Chamartín
6.670,100,4,2,Salamanca
6.384,1,2,2,Chamartín
6.320,1,4,2,Salamanca
6.216,1,2,2,Chamartín
6.216,1,2,2,Chamartín
6.160,100,4,2,Salamanca
5.070,100,4,2,Salamanca
4.790,100,3,2,Salamanca
4.704,1,1,1,Chamartín
4.704,1,1,1,Chamartín
4.500,1,3,3,Salamanca
4.480,1,1,1,Chamartín
4.340,1,1,1,Chamartín
4.340,1,1,1,Chamartín
4.340,1,1,1,Chamartín
4.256,1,1,1,Chamartín
4.256,1,1,1,Chamartín
4.256,1,1,1,Chamartín
4.228,1,1,1,Chamartín
4.144,1,1,1,Chamartín
4.060,1,1,1,Chamartín
3.920,1,1,1,Chamartín
3.920,1,1,1,Chamartín
3.836,1,1,1,Chamartín
2.550,1,3,1,Carabanchel
2.290,60,3,1,Hortaleza
2.039,68,2,2,Centro
1.950,1,2,2,Centro
1.900,54,2,1,Centro
1.800,90,3,1,Aravaca
1.650,1,2,1,Centro
1.595,85,3,2,Centro
1.400,35,1,1,Centro
1.400,,1,35,Centro
1.250,30,1,1,Centro
1.200,50,1,1,Centro
1.150,50,2,1,Centro
750,30,1,1,Tetuán
1.590,56,1,1,Centro
1.590,60,1,1,Centro
1.590,43,1,1,Centro
2.700,65,2,2,Centro
725,39,1,1,Centro
690,2,1,20,Centro
4.000,170,4,3,Retiro
4.000,,3,108,Centro
2.790,194,3,2,Chamberí
860,50,1,1,Ciudad Lineal
4.950,,4,247,Centro
950,55,1,2,Villaverde
1.320,80,2,1,Ciudad Lineal
5.500,,4,239,Centro
2.500,65,1,2,Centro
1.750,70,2,2,Chamberí
1.100,62,1,1,Chamberí
1.650,45,1,1,Retiro
6.500,,2,137,Pardo
4.500,171,4,2,Centro
1.875,127,3,2,Ciudad Lineal
3.200,153,4,3,Chamberí
950,55,2,1,San Blas
10.900,240,3,4,Centro
1.930,77,2,1,Centro
2.405,41,1,1,Chamberí
3.100,144,2,2,Centro
1.450,,1,67,Centro
1.100,44,1,1,Hortaleza
3.300,130,3,2,Salamanca
1.300,30,2,1,Centro
1.300,108,2,1,Hortaleza
4.170,126,2,2,Chamartín
3.800,145,3,3,Chamberí
2.450,58,1,1,Chamberí
3.175,70,1,1,Chamberí
1.100,65,2,1,Carabanchel
800,60,1,1,Tetuán
2.500,50,1,1,Moncloa - Aravaca
2.500,165,3,3,Blas
3.800,155,4,3,Chamberí
14.000,410,6,5,Salamanca
1.600,55,2,1,Chamberí
3.800,73,2,2,Chamberí
2.600,120,3,2,Retiro
2.500,200,3,3,Chamartín
1.700,102,3,2,Barrio de Salamanca
1.850,4,2,110,Centro
4.250,4,2,120,Chamberí
2.000,15,1,77,Tetuán
12.500,286,4,5,Salamanca
7.000,3,2,168,Salamanca
4.620,105,1,2,Salamanca
4.150,203,5,5,Salamanca
4.620,98,2,2,Salamanca
3.250,242,4,3,Chamberí
6.500,191,3,3,Chamberí
3.700,190,4,2,Centro
12.500,336,3,5,Retiro
1.100,46,1,1,Centro
2.000,72,3,1,Centro
1.200,41,1,1,Centro
650,45,1,1,Puente de Vallecas
900,1,1,30,Chamberí
4.000,220,3,3,Retiro
4.950,137,2,2,Barrio de Salamanca
2.570,50,1,1,Barrio de Salamanca
4.200,100,2,3,Centro
1.950,60,1,1,Chamberí
4.200,225,6,3,Chamberí
1.600,77,3,1,Retiro
3.890,80,1,1,Salamanca
3.520,80,1,1,Salamanca
2.025,1,1,1,Latina
2.025,1,2,2,Centro
2.025,60,1,1,Centro
2.000,1,3,2,Centro
1.900,1,3,2,Chamartín
1.400,,1,1,Centro
1.319,,1,20,Chamberí
1.200,65,3,1,Lineal
1.150,,1,30,Latina
1.050,1,1,1,Chamberí
575,3,1,23,Puente de Vallecas
2.400,296,5,5,Hortaleza
1.100,50,1,1,Centro
990,85,3,1,Moncloa - Aravaca
1.100,55,1,1,Moncloa - Aravaca
1.500,35,1,1,Centro
1.800,90,2,2,Arganzuela
17.000,,5,381,Salamanca
10.000,325,3,4,Salamanca
1.300,54,2,1,Usera
1.600,100,2,2,Centro
3.500,,2,81,Retiro
4.450,,4,220,Chamberí
4.750,,3,159,Pardo
3.200,1,1,57,Chamberí
1.850,72,2,1,Chamberí
12.000,,4,267,Salamanca
1.890,65,3,2,Chamberí
1.500,98,3,2,Carabanchel
1.250,48,1,1,Centro
3.095,53,1,1,Barrio de Salamanca
1.400,56,2,1,Lineal
1.400,60,1,1,Chamberí
1.050,81,1,1,Pardo
1.200,39,2,1,Chamberí
3.300,153,2,2,Chamberí
2.850,76,2,2,Centro
3.299,120,4,2,Moncloa - Aravaca
2.200,95,2,2,Centro
1.370,5,1,29,Carabanchel
5.800,136,2,2,Retiro
2.200,56,1,1,Centro
1.395,55,2,1,Retiro
3.300,65,2,2,Aravaca
990,38,1,1,Arganzuela
3.700,135,4,2,Centro
3.020,80,2,2,Barrio de Salamanca
2.645,70,1,1,Barrio de Salamanca
3.140,170,4,3,Chamberí
4.065,142,3,3,Chamberí
2.500,120,2,2,Barrio de Salamanca
1.950,65,2,2,Retiro
3.850,120,2,2,Aravaca
950,,1,29,Centro
1.250,70,1,1,Barrio de Salamanca
4.200,230,2,3,Barrio de Salamanca
2.500,79,2,1,Barrio de Salamanca
2.010,55,1,1,Centro
1.900,155,3,2,Pardo
6.500,138,4,3,Salamanca
1.090,40,1,1,Tetuán
1.850,70,1,1,Tetuán
3.500,186,5,3,Centro
1.400,78,2,1,Lineal
3.600,130,4,2,Centro
2.000,92,3,2,Tetuán
1.700,,1,45,Barrio de Salamanca
1.500,50,1,1,Centro
1.490,80,2,2,Moncloa - Aravaca
1.150,66,1,1,Centro
1.500,52,1,1,Centro
1.700,45,1,1,Centro
1.575,1,1,1,Centro
1.575,1,1,1,Centro
1.575,1,1,1,Centro
1.575,1,1,1,Centro
1.575,1,1,1,Centro
1.575,1,1,1,Centro
1.575,,1,1,Centro
1.570,40,2,1,Aravaca
1.470,,1,1,Centro
1.470,,1,1,Centro
1.470,,1,1,Centro
1.470,,1,1,Centro
1.470,,1,1,Centro
1.470,,1,1,Centro
1.450,40,1,1,Centro
1.399,,1,1,Chamberí
1.390,,1,1,Centro
1.390,,1,1,Centro
1.390,,1,1,Centro
1.390,,1,1,Centro
1.390,,1,1,Centro
1.390,,1,21,Chamberí
800,44,1,1,Aravaca
800,44,1,1,Aravaca
795,25,1,1,Carabanchel
600,,1,25,Usera
1.590,65,1,1,Centro
1.590,65,1,1,Centro
5.500,273,6,4,Lineal
1.190,71,2,2,Carabanchel
1.500,45,1,1,Barrio de Salamanca
1.370,52,1,1,Centro
2.400,51,1,1,Moncloa - Aravaca
1.600,60,1,1,Centro
2.200,81,3,2,Centro
3.750,92,2,1,Centro
2.600,158,2,3,Lineal
5.400,180,2,2,Chamartín
800,40,1,1,Tetuán
1.600,65,2,1,Lineal
4.000,193,4,3,Chamartín
4.700,197,4,4,Salamanca
3.400,150,3,2,Hortaleza
9.850,270,3,5,Salamanca
990,37,1,1,Centro
3.000,1,2,122,Salamanca
1.475,86,2,2,Tetuán
2.900,230,3,3,Hortaleza
1.350,55,1,1,Chamartín
975,40,1,1,Villa de Vallecas
1.585,63,1,1,Arganzuela
3.800,170,4,2,Hortaleza
3.300,155,4,2,Hortaleza
2.500,60,2,1,Centro
2.500,163,5,2,Salamanca
2.780,122,3,2,Arganzuela
2.080,94,2,2,Arganzuela
1.790,81,2,2,Arganzuela
3.730,191,3,2,Arganzuela
1.400,95,3,2,Barajas
4.500,245,5,4,Chamartín
4.800,180,4,2,Retiro
8.000,204,3,4,Chamberí
2.400,82,2,2,Barrio de Salamanca
1.990,60,2,1,Centro
2.400,82,4,1,Chamberí
7.500,160,3,4,Salamanca
2.500,95,1,1,Barrio de Salamanca
1.200,36,1,1,Centro
2.800,80,2,2,Centro
1.200,60,1,1,Centro
1.100,45,1,1,Salamanca
4.500,200,3,2,Chamartín
10.000,267,4,5,Salamanca
2.200,140,2,2,Centro
950,55,1,1,Centro
650,110,4,2,Moncloa - Aravaca
1.100,60,2,1,San Blas
1.195,100,3,2,Ciudad Lineal
1.750,67,1,1,Chamartín
4.150,200,5,5,Salamanca
3.400,92,2,3,Chamberí
1.550,70,3,1,Arganzuela
1.600,51,2,1,Centro
1.600,77,2,2,Salamanca
2.200,1,1,1,Centro
2.200,1,1,1,Centro
2.200,1,1,1,Centro
2.200,1,1,1,Centro
2.200,1,1,1,Centro
1.900,35,1,1,Centro
1.780,53,1,1,Centro
1.700,1,1,1,Centro
1.500,1,1,1,Centro
1.399,,1,39,Chamberí
1.200,40,1,1,Tetuán
1.190,35,2,1,Arganzuela
1.150,,1,40,Chamartín
695,35,1,1,Puente de Vallecas
5.950,,3,185,Salamanca
1.800,105,3,2,Barajas
2.500,90,2,1,Salamanca
3.800,180,4,2,Retiro
1.100,32,1,1,Centro
2.150,98,3,2,Chamartín
1.850,105,2,2,Centro
850,38,1,1,Carabanchel
1.250,40,1,1,Chamberí
1.500,69,2,1,Arganzuela
1.700,45,1,1,Centro
1.500,50,2,1,Tetuán
1.120,50,1,1,Moncloa - Aravaca
1.300,65,1,1,Centro
4.790,170,2,2,Barrio de Salamanca
2.600,132,4,2,Aravaca
1.200,95,3,1,Puente de Vallecas
1.900,103,2,2,Hortaleza
4.400,1,2,152,Salamanca
1.650,70,3,1,Tetuán
1.400,70,1,1,Arganzuela
6.500,255,4,4,Chamberí
4.500,307,5,3,Aravaca
4.350,135,2,2,Aravaca
1.350,82,1,1,Aravaca
3.200,143,4,2,Aravaca
2.250,170,3,1,Ciudad Lineal
950,25,1,1,Chamberí
1.300,60,3,1,Ciudad Lineal
3.600,167,6,4,Moncloa - Aravaca
1.400,50,1,1,Centro
1.100,45,1,1,Centro
1.275,67,2,1,Tetuán
1.500,73,2,1,Chamberí
2.100,100,2,2,Barrio de Salamanca
2.270,85,2,1,Salamanca
3.000,100,2,2,Barrio de Salamanca
3.500,80,2,2,Centro
4.300,180,4,3,Barrio de Salamanca
2.100,85,2,2,Chamartín
1.195,70,3,1,Puente de Vallecas
1.900,40,1,1,Aravaca
1.200,35,1,1,Chamberí
4.800,220,2,2,Salamanca
6.300,130,2,2,Centro
5.159,1,3,3,Salamanca
4.785,70,2,1,Retiro
4.719,80,1,1,Lineal
4.685,1,2,1,Retiro
4.340,1,1,1,Chamartín
3.290,100,3,2,Centro
2.900,100,2,2,Retiro
2.825,,1,1,Hortaleza
2.750,147,4,1,Latina
